PLAYER_ID,PLAYER_NAME,TEAM,PROJECTED_AGE,CURRENT_TS_PCT,PROJECTED_TS_PCT,TS_PCT_HDI_LOW,TS_PCT_HDI_HIGH,CURRENT_AST_PCT,PROJECTED_AST_PCT,AST_PCT_HDI_LOW,AST_PCT_HDI_HIGH,CURRENT_REB_PCT,PROJECTED_REB_PCT,REB_PCT_HDI_LOW,REB_PCT_HDI_HIGH,CURRENT_DEF_RATING,PROJECTED_DEF_RATING,DEF_RATING_HDI_LOW,DEF_RATING_HDI_HIGH,DELTA_TS_PCT,Z_TS_PCT,DELTA_AST_PCT,Z_AST_PCT,DELTA_REB_PCT,Z_REB_PCT,DELTA_DEF_RATING,Z_DEF_RATING,BREAKOUT_SCORE
1642942,Jahmai Mashack,MEM,24.0,0.456,0.5120469990747712,0.5043313218415277,0.5199286713059853,0.141,0.12515231441627805,0.12199206953363328,0.12834697149454885,0.057,0.059641872594421094,0.057316059478970914,0.06192593200076803,120.7,114.89922074552015,114.35475610966729,115.43330929303166,0.05604699907477123,2.4298562172438265,-0.015847685583721932,-0.6789956903255274,0.002641872594421092,1.5839412749584028,5.800779254479849,2.035163548571254,1.342491337611989
1631342,Daeqwon Plowden,SAC,28.0,0.572,0.5773590779029478,0.5741084820278197,0.5801831455467156,0.065,0.07691707098369625,0.07151899494622076,0.08247416176144055,0.057,0.06030955878722573,0.05777871665347806,0.06268797639738488,122.1,114.77369323940121,114.1148081612519,115.40882278685639,0.005359077902947873,0.1580873717594174,0.011917070983696251,0.45490984794884515,0.0033095587872257262,1.8660938589857599,7.326306760598783,2.572688594958047,1.2629449184130173
1641989,Elijah Harkless,UTA,27.0,0.471,0.5244949260554161,0.5172365971573072,0.531442267523538,0.177,0.155277329193431,0.15164885967257755,0.15935357015154064,0.047,0.05101293039412306,0.04817525143494643,0.05384962265884038,116.0,112.94644589904736,112.62082220969796,113.29000756858133,0.05349492605541617,2.3154755158313756,-0.021722670806568978,-0.9189285802570679,0.0040129303941230585,2.1633264789743927,3.0535541009526384,1.0671689878953017,1.1567606006110005
1642877,Micah Peavy,NOP,25.0,0.455,0.5141980506944239,0.505980735287999,0.5220441341120543,0.089,0.08002555678641182,0.07587210529531918,0.08479350531220038,0.059,0.06197208177683625,0.05957330592597615,0.06435186850863876,114.5,112.57160046305496,112.27680238860097,112.87260110387659,0.05919805069442391,2.571082385817088,-0.008974443213588174,-0.3982942344898761,0.0029720817768362565,1.7234819380603894,1.9283995369450366,0.6707167726552399,1.1417467155107102
1630560,Cam Thomas,MIL,25.0,0.53,0.550477120197134,0.5438506991550937,0.5570078264100204,0.208,0.2424263106259349,0.23515700460844516,0.24966117120545156,0.041,0.041072912637269,0.03724868731009641,0.045121154911801256,123.8,118.61158931952245,117.64672024579494,119.48490893774773,0.02047712019713399,0.835659004106008,0.0344263106259349,1.3741814227131994,7.291263726899588e-05,0.498343432761655,5.188410680477546,1.819393302000072,1.1318942903952336
1629018,Gary Trent Jr.,MIL,28.0,0.533,0.5595232095628275,0.5535682548881072,0.5661914004813151,0.082,0.09104584864844951,0.08475412481742772,0.09725595881549406,0.024,0.026571288289961695,0.022737862564051928,0.029963819817327833,120.4,116.38725031679867,115.5341689672659,117.17105019049343,0.0265232095628275,1.1066371215836757,0.009045848648449512,0.3376498640679168,0.002571288289961695,1.5541135742966041,4.012749683201335,1.405144965237031,1.1008863812963068
1630544,Tre Mann,CHA,26.0,0.462,0.5168849684563177,0.5092641583542699,0.5247346508134615,0.223,0.21951097680474144,0.21442609974366583,0.2241107571778762,0.068,0.06945008335720464,0.06734612419040996,0.07155857636653745,115.9,113.51435280147155,113.16774891838725,113.83307997284456,0.054884968456317684,2.3777754671267903,-0.003489023195258567,-0.17427108761150115,0.0014500833572046318,1.0803118506563651,2.38564719852846,0.8318296136345363,1.0289114609515475
1631099,Keegan Murray,SAC,26.0,0.499,0.5393805205123283,0.5335376709024251,0.5456437669419391,0.07,0.08708012500840272,0.08013066209792642,0.09368528825943925,0.079,0.07930690356654185,0.07659706266959215,0.08182070307912642,118.4,115.21739265112855,114.70796149658493,115.68377428723409,0.04038052051232832,1.7277043614602545,0.01708012500840271,0.6657676503145455,0.00030690356654185236,0.5972239338784676,3.182607348871457,1.1126413591214426,1.0258343261936775
1630545,Terrence Shannon Jr.,MIN,26.0,0.597,0.5880857714537401,0.5851731235807526,0.5908113080913971,0.102,0.10728511656223162,0.10325352408750647,0.11100741100974339,0.045,0.04894965893138213,0.04599865011422249,0.05172665857957452,120.5,114.5823885395053,114.04699083786436,115.12036847524223,-0.008914228546259895,-0.4816242629601147,0.005285116562231629,0.18406253006143944,0.003949658931382133,2.1365890581621483,5.917611460494697,2.076329792185813,0.9788392793623215
1630174,Aaron Nesmith,IND,27.0,0.554,0.5907997632607578,0.5827070962179579,0.5990664079750403,0.091,0.10622556459870193,0.09917273270283115,0.11287767031116604,0.067,0.067497901467798,0.06492171950869277,0.07017666193166949,118.4,115.38509839025262,114.78003891137853,115.94316844963463,0.036799763260757734,1.5672193271700265,0.015225564598701932,0.5900278787621509,0.0004979014677979898,0.6779363283595523,3.0149016097473833,1.0535496450484936,0.9721832948350558
