PLAYER_ID,PLAYER_NAME,TEAM,PROJECTED_AGE,PROJECTED_TS_PCT,HDI_LOW,HDI_HIGH
1642380,Adama Bal,MEM,23.0,0.5718169115076255,0.5181342526053101,0.6293318421982668
1627824,Guerschon Yabusele,CHI,31.0,0.5717155096990512,0.5283980161473989,0.617091589006037
2544,LeBron James,LAL,42.0,0.5714192452463701,0.5390548651369556,0.6032289906643484
1641713,GG Jackson,MEM,22.0,0.5711005569482293,0.5332642754466956,0.6106264392118032
1641706,Brandon Miller,CHA,24.0,0.5709744646129141,0.5323659409916823,0.6074704857363252
1642274,Yves Missi,NOP,23.0,0.5707934948249306,0.5276383781216729,0.6146632767321915
1628971,Bruce Brown,DEN,30.0,0.5707786485334102,0.5399190922913187,0.6005897471229005
1630567,Scottie Barnes,TOR,25.0,0.5703678863133965,0.5402501968702051,0.5999870426813168
203083,Andre Drummond,PHI,33.0,0.5703093153404395,0.538885721611356,0.6004872172815773
203994,Jusuf Nurkić,UTA,32.0,0.5701603799368937,0.5389313495380964,0.5998941009079324
1626192,Pat Connaughton,CHA,34.0,0.5700959941429296,0.5399702865361076,0.6006207509345767
1627741,Buddy Hield,ATL,34.0,0.5698660563228611,0.5398979672562639,0.5998609832427992
1631103,Malaki Branham,WAS,24.0,0.5697451843393112,0.5337767128987968,0.6017314312878086
1627783,Pascal Siakam,IND,33.0,0.5696432810742433,0.5384795881104388,0.6001056643253757
201143,Al Horford,GSW,41.0,0.5696401186459252,0.5382244448261723,0.6019312144937523
1629673,Jordan Poole,NOP,28.0,0.5695925713990161,0.5400688081281799,0.6007571291680417
1642859,Jase Richardson,ORL,21.0,0.5693850259759576,0.5131385906923632,0.627332381269585
1631099,Keegan Murray,SAC,26.0,0.569184222943144,0.5364596269275482,0.6027902339318881
1629630,Ja Morant,MEM,27.0,0.5691676421601716,0.5398043546309056,0.5999261571649773
201950,Jrue Holiday,POR,37.0,0.5691492459268942,0.5386100335994869,0.6003823395708422
1642377,Jaylen Wells,MEM,23.0,0.5689139916808537,0.5242071117115363,0.611828286879751
1641854,Craig Porter Jr.,CLE,27.0,0.5688724832682174,0.5321401624387472,0.6055475357996638
1642844,Dylan Harper,SAS,21.0,0.5688343420280192,0.5126993012439991,0.624833256992726
1629723,John Konchar,UTA,31.0,0.5687349024349065,0.5384470652758596,0.6004776100967146
1631095,Jabari Smith Jr.,HOU,24.0,0.5687024410507058,0.5352569947838105,0.6015351543190477
203484,Kentavious Caldwell-Pope,MEM,34.0,0.5685563392223157,0.5380856688395635,0.5993351749625492
201572,Brook Lopez,LAC,39.0,0.5684758547822234,0.5375759183178674,0.6000828591089881
1641771,Jalen Slawson,IND,27.0,0.5682889532541368,0.5101925205870053,0.6222207915263926
1641740,Jaylen Clark,MIN,25.0,0.568273158504051,0.5231056595050353,0.6117177260675402
1642258,Zaccharie Risacher,ATL,22.0,0.5682012603332915,0.5250704148161046,0.613097179588387
1629645,Kevin Porter Jr.,MIL,27.0,0.5679546864642234,0.5362185446061755,0.6016524840455828
1630702,Jaden Hardy,WAS,24.0,0.5674399638862083,0.534906044669358,0.6022544354679712
1630699,MarJon Beauchamp,PHI,26.0,0.5672318860281647,0.5329395969248041,0.5990663315843727
1629013,Landry Shamet,NYK,30.0,0.5672020099493246,0.5354688086759156,0.5963711452373375
1630619,Moussa Cisse,DAL,24.0,0.5670635194192292,0.5122087192484336,0.6240646659453499
1630163,LaMelo Ball,CHA,25.0,0.5670482544489089,0.5357117102659508,0.596811332220436
1631222,Jake LaRavia,LAL,25.0,0.5668767834788283,0.5333597072116067,0.6001597919949617
1629638,Nickeil Alexander-Walker,ATL,28.0,0.566804776654231,0.5355820524688885,0.5976013113416909
1641783,Tristan da Silva,ORL,26.0,0.5666651916509071,0.5222747340186575,0.6105949836042225
1629008,Michael Porter Jr.,BKN,29.0,0.5664285870179223,0.5359929826674745,0.5969079093160918
1642264,Stephon Castle,SAS,22.0,0.5662750599123263,0.5216875093933984,0.6089958061131713
1626220,Royce O'Neale,PHX,34.0,0.5660366262340103,0.5368190337233029,0.5974690734668412
1629162,Jordan McLaughlin,SAS,31.0,0.5652420404013513,0.5358254151692401,0.5953093374470435
1629628,RJ Barrett,TOR,27.0,0.5649671340187551,0.5346502496646296,0.595992446456527
1631094,Paolo Banchero,ORL,24.0,0.5649276405473173,0.5307081539079808,0.5964976313936577
1627936,Alex Caruso,OKC,33.0,0.5649226307832357,0.5334567805181363,0.5944847490133015
1629614,Andrew Nembhard,IND,27.0,0.5647672114956771,0.5314760219006616,0.5977357389561497
